type,horse,CO2,CO
Car,250,340.772,0.705647
Car,250,211.186,0.797843
Car,196,275.109,0.481404
Car,196,168.845,0.0669996
Car,196,270.487,0.539763
Car,196,170.331,0.0602904
Car,196,294.3,0.453068
Car,196,191.9,0.0734607
Car,138,255.4,0.467057
Car,138,171.2,0.41126
Car,138,238.202,0.47435
Car,138,156.352,0.0544547
Car,140,177.7,0.2069443
Car,140,282.1,0.2449787
Car,138,262.2,0.147484
Car,138,180.6,0.134758
Car,138,276.9,0.4501499
Car,138,186.3,0.0671452
Car,138,184.776,0.0497772
Car,138,252.805,0.380699
Car,85,161.5033025,0.1602658
Car,85,223.3808235,0.5548506
Car,85,216.847,0.292027
Car,85,158.776,0.202128
Car,138,202.119,0.0768573
Car,138,286.238,0.574323
Car,85,233.936,1.789
Car,85,270.216,1.85211
Car,85,241.518,1.86506
Car,85,184.5448,1.24355
Car,85,165.42127,0.44002
Truck,425,497.074,0.401273
Truck,425,317.902,0.383932
Truck,425,512.554,0.447435
Truck,425,319.872,0.165463
Truck,425,552.6700887,0.5369071
Truck,425,365.6077139,0.2076676
Truck,352,711,2.03689
Truck,352,423.2,0.474835
Car,201,331.2,0.462
Car,201,205.68,0.221
Car,201,292.25,1.611
Car,201,414.6,0.345
Car,201,363.88,1.226
Car,150,286.17,0.369
Car,150,180.11,0.104
Car,290,355.23,0.163
Car,290,222.96,0.069
Car,290,386.6089208,0.1396796
Car,290,237.0296642,0.0657296
Truck,273,350.84,0.098
Truck,273,224.48,0.005
Truck,273,362.05,0.083
Truck,273,235.19,0
Both,206,281.1647093,0.0183414
Both,206,170.1607322,0.0072084
Both,206,276.66,0.035
Both,206,176.06,0.004
Car,290,321.19,0.151
Car,290,179.83,0.049
Car,290,321.41,0.148
Car,290,180.6,0.045
Car,290,326.97,0.09
Car,290,195.51,0.04
Car,290,327.61,0.102
Car,290,195.17,0.035
Car,185,288.57,0.09
Car,185,179.58,0.046
Car,185,287.72,0.064
Car,185,180.23,0.041
Car,185,305.23,0.05
Car,185,189.2,0.04
Car,185,308.67,0.073
Car,185,186.96,0.044
Car,278,339.63,0.122
Car,278,194.63,0.02
Car,278,339.89,0.162
Car,278,196.37,0.02
Car,278,328.42,0.161
Car,278,182.62,0.02
Car,278,327.49,0.173
Car,278,183.34,0.015
Car,278,342.92,0.119
Car,278,197.59,0.082
Car,278,343.06,0.118
Car,278,196.79,0.096
Car,278,330.37,0.135
Car,278,183.34,0.053
Car,278,331.14,0.141
Car,278,183.05,0.057
Car,278,390.01,0.267
Car,278,225.72,0.003
Car,278,391.78,0.278
Car,278,227.74,0.003
Car,185,174.5470595,0.0223244
Car,185,262.268696,0.0679495
Car,185,254.24,0.096
Car,185,172.41,0.018
Car,185,266.3706946,0.0664395
Car,185,174.8032353,0.0231535
Car,185,262.0502709,0.0687187
Car,185,250.15,0.085
Car,185,169.65,0.01
Car,189,266.3271596,0.0727054
Car,189,184.1018944,0.0117641
Car,189,185.7909357,0.0128377
Car,189,273.5545068,0.0570875
Car,185,255.44,0.059
Car,185,172.79,0.015
Car,185,253.86,0.05
Car,185,173.36,0.014
Car,185,251.25,0.038
Car,185,167.91,0.013
Car,185,249.71,0.047
Car,185,169.1,0.01
Car,189,265.24,0.041
Car,189,180.44,0.007
Car,189,264.36,0.038
Car,189,180.41,0.009
Car,196,205.76,0.185
Car,196,123.68,0.153
Car,196,126.42,0.075
Car,196,206.5873781,0.1754868
Car,196,130.0523816,0.1044624
Car,196,129.3018001,0.1760573
Car,143,244.54,0.249
Car,143,173.55,0.054
Car,143,244.68,0.28
Car,143,172.75,0.059
Car,143,228.08,0.086
Car,143,162.49,0.032
Car,143,164.6034153,0.0464298
Car,143,238.8438656,0.1681101
Car,143,229.03,0.078
Car,143,162.85,0.043
Car,143,223.62,0.109
Car,143,159.37,0.047
Car,143,225.11,0.091
Car,143,159.24,0.034
Car,143,228.09,0.035
Car,143,163.37,0.12
Car,143,162.74,0.1
Car,143,229.6,0.044
Car,143,161.8265468,0.0802342
Car,143,232.7304028,0.1024243
Car,143,222.67,0.042
Car,143,157.65,0.036
Car,110,192.82,0.08
Car,110,124.26,0.091
Car,110,194.57,0.123
Car,110,124.28,0.113
Car,143,154.2994228,0.0613396
Car,143,224.2646939,0.1386082
Car,143,213.48,0.092
Car,143,148.47,0.026
Car,143,214.9,0.04
Car,143,149.67,0.063
Car,143,214.32,0.036
Car,143,149.17,0.063
Car,110,144.35,0.056
Car,110,131.45,0.046
Car,110,145.73,0.133
Car,110,133.35,0.046
Car,110,143.86,0.065
Car,110,131.43,0.061
Car,110,145.92,0.048
Car,110,132.53,0.067
Car,201,335.46,0.163
Car,201,213.34,0.04
Car,201,406.14,0.122
Car,201,366.21,0.931
Car,201,299.32,0.638
Both,185,265.4914783,0.083397
Both,185,189.8976183,0.0086685
Both,185,256.6122953,0.0875132
Both,185,186.8714997,0.0080401
Both,185,252.15,0.108
Both,185,183.9,0.012
Both,185,249.73,0.136
Both,185,184.36,0.014
Both,185,263.68,0.12
Both,185,194.65,0.015
Both,185,265.61,0.13
Both,185,195.29,0.011
Both,185,272.073919,0.1007803
Both,185,196.1011665,0.0085908
Both,185,265.6460453,0.0641216
Both,185,194.0945642,0.0068807
Both,185,259.6,0.108
Both,185,187.92,0.011
Both,185,261.58,0.106
Both,185,191.56,0.007
Car,135,185.08,0.247
Car,135,159.79,0.15
Car,135,217.03,0.268
Car,135,163.03,0.146
Both,192,320.94,0.394
Both,192,205.07,0.083
Car,278,355.99,0.135
Car,278,213.23,0.021
Car,278,228.53,0.013
Car,278,377.35,0.127
Car,128,208.26,0.192
Car,128,161.95,0.035
Car,128,208.17,0.188
Car,128,161.54,0.023
Car,128,236.26,0.322
Car,128,171.49,0.053
Car,128,232.04,0.313
Car,128,167.74,0.08
Car,130,151.87,0.03
Car,130,198.3511029,0.1742354
Car,130,197.67,0.166
Car,130,150.82,0.04
Truck,248,371.69,0.166
Truck,248,229.58,0.059
Car,250,250,0.046
Car,250,391.89,0.174
Car,250,401.08,0.166
Car,250,250.41,0.055
Car,250,408.1,0.18
Car,250,261.09,0.074
Car,250,420.17,0.212
Car,250,263.25,0.08
Car,310,358.15,0.036
Car,310,206.38,0.038
Car,310,205.82,0.002
Car,310,357.12,0.055
Car,293,359.5251996,0.1228233
Car,293,221.2527458,0.0084885
Car,293,375.7709,0.1032
Car,293,226.2511,0.0012
Car,173,280.8065,0.1357
Car,173,177.759,0.0035
Car,173,284.4219,0.102
Car,173,183.3401,0.0087
Car,173,285.6865,0.2206
Car,173,177.9645,0.0534
Car,173,291.3327,0.0932
Car,173,185.9381,0.0183
Car,173,287.7302,0.1942
Car,173,190.3202,0.024
Car,173,192.8838354,0.0203805
Car,173,286.6533909,0.1728175
Car,173,291.9675,0.2002
Car,173,192.0793,0.0434
Car,173,287.3749,0.1758
Car,173,186.0638,0.0397
Car,145,253.8639,0.3224
Car,145,171.8962,0.3594
Car,145,254.967,0.2857
Car,145,169.0118,0.1958
Car,429,481.0397,0.3057
Car,429,277.8358,0.053
Car,311,255.0800646,0.0483655
Car,311,436.0278819,0.160143
Car,311,390.114,0.2443
Car,311,222.3062,0
Car,420,484.0132,0.288
Car,420,275.9066,0.1035
Car,348,452.2789,0.363
Car,348,279.1342,0.3141
Car,348,383.4408,1.0904
Car,348,504.4056,0.2904
Car,348,512,1.0143
Car,348,376.4183,0.9995
Car,348,499.3705,0.5022
Car,348,493.4472,1.4601
Car,348,434.8942,0.4445
Car,348,260.2726,0.1417
Car,348,439.2253,0.3555
Car,348,254.2506,0.2082
Car,348,376.2277,1.1645
Car,348,484.808,0.2836
Car,348,474.4901,1.1373
Car,348,451.9327,0.224
Car,348,379.2174,0.8776
Car,348,516.1408,0.2867
Car,348,520.3963,0.8995
Car,348,289.2187,0.2144
Car,348,455.9223,0.3111
Car,348,283.3759,0.4555
Car,348,384.2648,0.9331
Car,348,526.8304,0.238
Car,348,504.4297,1.2871
Car,290,265.2879347,0.1150184
Car,290,418.6229046,0.3091388
Car,290,423.6213434,3.0296085
Car,290,389.6984,0.3564
Car,290,252.8576,0.0565
Car,290,402.6,0.28
Car,290,257.2461,0.0566
Car,290,389.81,0.24
Car,290,247.51,0.0835
Car,265,365.397,0.1395
Car,265,236.2827,0.1111
Car,265,384.4865,0.1531
Car,265,261.2707,0.1948
Car,265,380.8554,0.1462
Car,265,256.0844,0.0933
Car,187,343.209,0.1833
Car,187,231.7676,0.1689
Car,190,370.3689,0.1135
Car,190,250.406,0.057
Car,265,368.2011,0.173
Car,265,244.446,0.16
Car,290,422.8205,0.8519
Car,290,262.64253,0.04151
Car,290,414.0176,0.2653
Car,290,448.6178,1.3337
Car,290,280.3811,0.11835
Car,290,424.6579,0.55762
Car,245,199.7241153,0.0697243
Car,245,309.5390395,0.2944279
Car,245,206.731,0.0921
Car,245,332.4166,0.1782
Car,185,301.1569,0.16
Car,185,186.5346,0.2055
Car,185,293.2051,0.2169
Car,185,176.0291,0.2672
Car,185,290.3604,0.2691
Car,185,179.6677,0.4937
Car,185,275.8432,0.2986
Car,185,168.1706,0.5853
Car,178,244.8977986,0.5512219
Car,178,166.9056483,0.0807724
Car,159,184.7263,0.0389
Car,159,156.6188,0.0295
Car,159,157.7761198,0.21475
Car,159,186.9975157,0.1957213
Truck,180,364.5972,0.0953
Truck,180,248.54,0.1742
Truck,180,250.2217,0.0918
Truck,180,359.5093212,0.2117066
Truck,182,348.7806,0.1523
Truck,182,249.6096,0.0121
Truck,182,338.1645,0.1507
Truck,182,245.7515,0.2164
Truck,182,340.4476,0.1795
Truck,182,221.63,0.2179
Truck,182,332.5491,0.1222
Truck,182,219.5241,0.2631
Truck,164,248.3293,0.079
Truck,164,341.4372159,0.1311648
Truck,164,298.6871,0.0498
Truck,164,217.7611,0.0092
Car,201,288.0498,0.4115
Car,201,199.5156,0.2599
Car,201,281.5449,0.346
Car,201,186.1978,0.119
Car,159,184.6212,0.0739
Car,159,156.9982,0.0426
Car,159,189.4587,0.0335
Car,159,160.5696,0.0406
Car,495,457.95,0.1796
Car,495,277.25,0.1623
Car,380,368.27,0.1333
Car,380,235.07,0.0768
Car,240,369.06,0.1839
Car,240,222.23,0.0231
Car,240,335.98,0.593
Car,240,459.7,0
Car,240,443.03,0.964
Car,340,389.36,0.33
Car,340,229.35,0.0351
Car,510,463.28,0.2172
Car,510,271.5,0.1153
Car,510,477.17,0.3257
Car,510,278.84,0.0898
Car,510,483.11,0.2979
Car,510,278.38,0.1015
Car,510,446.73,0.1472
Car,510,262.52,0.0792
Car,510,477.17,0.3257
Car,510,278.84,0.0898
Car,340,444.29,0.2232
Car,340,261.38,0.0944
Car,340,396.28,0.2243
Car,340,234.86,0.1351
Car,340,425.95,0.1424
Car,340,238.51,0.0791
Car,470,483.11,0.2979
Car,470,278.38,0.1015
Car,340,448.01,0.1636
Car,340,261.65,0.0807
Car,340,428.89,0.2724
Car,340,234.83,0.0951
Car,340,444.21,0.2174
Car,340,234.1,0.0689
Car,385,286.27,0.082
Car,385,454.5,0.2279
Car,385,446.73,0.2409
Car,385,268.18,0.0758
Car,510,484.2,0.3683
Car,510,296.18,0.1012
Car,510,473.59,0.2973
Car,510,295.79,0.09
Truck,240,355,0.31
Truck,240,243,0.1
Truck,240,406.99,0.6178
Truck,240,270.5,0.1528
Truck,340,420.89,0.2113
Truck,340,282.19,0.0126
Truck,240,337.2,0.1783
Truck,240,212.6,0.2859
Car,138,255.1639,0.4409
Car,138,172.1963,0.2616
Car,138,250.8674,0.4604
Car,138,165.7893,0.2324
Car,138,240.5042,0.4342
Car,138,158.7337,0.2439
Car,138,252.3893,0.3584
Car,138,163.219,0.45
Car,138,167.2130472,0.3310959
Car,138,262.423501,0.4918208
Car,138,255.6351,0.5643
Car,138,171.208,0.534
Car,138,253.3168,0.6135
Car,138,163.2473,0.5675
Car,173,274.8773,0.4328
Car,173,276.9733,1.5588
Car,166,288.7338,0.1374
Car,166,180.5782,0.0152
Car,166,282.8472,0.7907
Car,145,249.1608214,0.8384867
Car,145,167.6034233,0.281916
Car,145,238.1643,0.8192
Car,145,155.166,0.6781
Car,145,253.0668,0.6019
Car,145,165.1582,0.2681
Car,173,276.4371,0.1213
Car,173,272.6076,1.7066
Car,138,250.4243,0.2278
Car,138,176.056,0.1229
Car,138,242.3359,0.1299
Car,138,170.1254,0.091
Car,138,260.0282,0.4197
Car,138,178.6685,0.2286
Car,138,258.5981,0.3217
Car,138,175.0418,0.2018
Car,293,490.0606,0.109
Car,293,345.7012,0.8911
Car,293,418.43,0.7656
Car,293,379.003,0.3615
Car,293,236.71,0.0646
Car,173,283.6807,0.2048
Car,173,173.526,0.084
Car,173,277.4531,0.6456
Car,173,277.2628,0.2291
Car,173,168.467,0.039
Car,173,270.195,0.4448
Car,166,286.8689,0.0458
Car,166,295.3028,3.8958
Car,166,177.9269,0.0325
Car,166,283.1685,0.0217
Car,166,175.414,0.0028
Car,166,271.4901,0.8933
Car,145,272.3218,0.2969
Car,145,166.5458,0.295
Car,145,162.8462,0.1412
Car,145,260.0544,0.2524
Car,145,255.1355832,0.4147799
Car,145,160.5112525,0.2727772
Car,145,275.4275,0.1807
Car,145,166.8959,0.1816
Car,145,268.5215,0.2666
Car,145,160.3563,0.1303
Car,173,278.7531,0.1958
Car,173,184.9423,0.0166
Car,173,284.8841,0.6468
Car,201,316.2032,0.1919
Car,201,215.6159,0.1125
Car,201,312.2589,0.1743
Car,201,208.37,0.0925
Car,173,276.9979,0.2103
Car,173,183.6258,0.0117
Car,173,278.6561,0.1698
Car,173,285.9037,0.1059
Car,173,192.3127,0.098
Car,173,278.0762,1.1892
Car,201,324.8977,0.2427
Car,201,217.905,0.192
Car,201,330.0219,0.1023
Car,201,216.7889529,0.2743675
Car,420,470.3812,0.1126
Car,420,275.6736,0.0951
Car,274,346.3287,0.2161
Car,274,203.0742,0.1773
Car,192,316.9818,0.0441
Car,192,202.355,0.066
Car,192,311.4563,0.0718
Car,192,187.0878,0.0638
Car,192,311.5874,0.1189
Car,192,198,0.06
Car,192,297.7142,0.1237
Car,192,181.2143,0.038
Car,311,239.5655333,0.0103974
Car,311,399.8459602,0.12672
Car,138,245.908,0.2544
Car,138,161.598,0.229
Car,138,255.2974,0.403
Car,138,173.1793,0.342
Car,138,249.3776,0.2048
Car,138,163.9126,0.1715
Car,138,255.4076,0.2791
Car,138,169.8898769,0.1838228
Car,138,247.2876,0.3527
Car,138,167.9009,0.2983
Car,138,242.8045,0.2467
Car,138,164.366,0.252
Truck,276,402.4325,0.074
Truck,276,264.4888,0.2599
Truck,276,391.9028,0.08847
Truck,276,257.5353,0.0407
Truck,276,433.0131,0.0986
Truck,276,287.1551,0.1507
Car,290,272.6405445,0.1153923
Car,290,407.0626122,0.4042556
Car,290,400.7573,0.522
Car,290,269.6432,0.1886
Car,290,388.0195,0.2321
Car,290,262.1326,0.0325
Car,290,382.5991,0.2521
Car,290,245.4103,0.0268
Car,191,347.7821,0.1757
Car,191,231.8047,0.0451
Car,191,360.8567,0.1263
Car,191,251.2861,0.0491
Car,164,298.4447909,0.1064171
Car,164,205.5858806,0.0500264
Car,164,301.9803,0.0947
Car,164,210.2624,0.0841
Car,130,284.5921,0.2999
Car,130,207.3508,0.5933
Car,130,288.7743,0.1486
Car,130,206.9935,0.3247
Car,164,208.4274996,0.0915291
Car,164,287.7577795,0.2063571
Truck,260,243.1385721,0.5296998
Truck,260,345.4218176,0.3961946
Truck,260,374.1645,0.2932
Truck,260,257.8835,0.4387
Truck,180,362.3031,0.0786
Truck,180,245.6073,0.0079
Truck,180,357.583,0.1275
Truck,180,236.0014,0.0085
Truck,182,358.4291,0.2145
Truck,182,257.5639,0.0497
Truck,182,353.345,0.1841
Truck,182,240.7767,0.0713
Truck,182,340.7771,0.1545
Truck,182,221.0838,0.0615
Truck,182,335.0081,0.1255
Truck,182,219.603,0.061
Truck,260,258.1649,0.5168
Truck,260,371.0282,0.4957
Truck,260,247.9582,0.2212
Truck,260,359.9244,0.495
Car,700,784,4.886
Car,700,804,1.437
Car,700,708,0.927
Car,700,392,0.321
Car,700,532,0.712
Car,700,784,4.886
Car,700,744,0.692
Car,700,417.9545797,1.2148705
Car,700,771.3893189,1.2696798
Car,700,590.8789553,2.2746283
Car,700,705,0.718
Car,700,353,0.01
Car,700,527,1.377
Car,405,477.1,0.493
Car,405,267.1,0.089
Car,405,477.5,0.715
Car,405,248.6,0.093
Car,345,466.6,0.403
Car,345,266.9,0.153
Car,345,463.6,0.748
Car,345,256.1,0.135
Car,444,560.258,0.774
Car,444,318.614,0.239
Car,444,573.423,0.487
Car,444,313.164,0.223
Car,454,560.136,0.479
Car,454,311.998,0.203
Car,454,568.004,0.459
Car,454,310.862,0.236
Car,523,541.3,0.586
Car,523,300.4,0.084
Car,523,536.4,0.634
Car,523,283.1,0.142
Car,405,277.5907688,0.1501662
Car,405,474.8168251,0.8080128
Car,405,483.3,0.701
Car,405,250.5,0.065
Truck,155,263,0.15
Truck,155,181,0.12
Truck,154,271,0.11
Truck,154,204,0.19
Truck,155,261,0.34
Truck,155,194,0.16
Truck,155,257,0.19
Truck,155,195,0.24
Truck,184,285,0.12
Truck,184,208,0.03
Truck,184,295,0.2
Truck,184,214,0.03
Truck,184,282,0.15
Truck,184,198,0.02
Truck,184,278,0.21
Truck,184,280,0.18
Truck,184,200,0.03
Truck,274,436.446,0.33828
Truck,274,292.68,0.0917543
Truck,273,406.68,0.246025
Truck,273,262.889,0.213607
Truck,273,431.101,0.358783
Truck,273,271.369,0.250133
Car,155,232,0.1
Car,155,153,0.01
Car,155,236,0.16
Car,155,156,0.01
Car,184,243,0.04
Car,184,160,0.02
Car,184,247,0.06
Car,184,168,0.04
Car,184,159,0.02
Car,184,238,0.1
Car,184,162,0.03
Car,184,242,0.08
Car,155,227,0.08
Car,155,151,0.01
Car,155,230,0.06
Car,155,156,0.01
Car,184,245,0.07
Car,184,161,0.01
Car,184,172.7559947,0.0239778
Car,184,256.164582,0.0893118
Car,184,254.7088025,0.1023603
Car,184,177.17954,0.0035587
Car,184,237,0.06
Car,184,156,0.01
Car,184,160.2554995,0.0022368
Car,184,239.8606165,0.0811696
Car,184,171.3352292,0.0136798
Car,184,274.6955045,0.141895
Car,184,178.0653844,0.0060881
Car,184,270.978954,0.109745
Car,157,317,0.23
Car,157,214,0.07
Car,157,219.9126715,0.1133569
Car,157,334.6911256,0.5134327
Car,157,355.449209,7.416487
Car,184,274,0.12
Car,184,169,0.02
Car,184,280,0.11
Car,184,175,0.02
Car,184,255,0.09
Car,184,162,0.01
Car,184,271,0.19
Car,184,169.5000433,0.0237146
Car,184,158.4972698,0.0259663
Car,184,243.0675002,0.1295442
Car,184,246,0.08
Car,184,155,0.01
Car,167,306,0.5588
Car,167,225,0.2049
Car,167,324,0.51
Car,167,224,0.096
Car,158,316,0.3924
Car,158,217,0.0494
Car,158,344,0.2784
Car,158,219,0.0376
Car,158,323,0.7791
Car,158,227,0.0629
Car,158,346,0.4682
Car,158,227,0.0874
Car,641,451.9,0.166
Car,641,291,0.024
Car,641,397.8,0.769
Car,641,535.1,0.072
Car,641,546,1.162
Car,904,550.3,0
Car,904,315.5847313,0.0189253
Car,904,418.9799633,0.9550242
Car,904,457.1260128,0.2321439
Car,904,526.1,1.493
Car,469,403.61,0.1463
Car,469,258.23,0.4097
Car,201,323.82,0.7041
Car,201,199.96,0.4006
Car,241,186.36,0.083
Car,241,277.7,0.3414
Car,241,287.05,0.2101
Car,241,200.83,0.01
Car,302,350.95,0.5168
Car,302,220.32,1.302
Car,302,420.8,0.26474
Car,302,362.91,0.2213
Car,302,233.29,1.1159
Car,329,331.61,0.198
Car,329,221.74,0.0528
Car,208,265.6,0.39188
Car,208,164.6,0.11603
Both,208,285.44,0.495
Both,208,189.1,0.1001
Both,208,281.01,0.2514
Both,208,189.25,0.1167
Car,355,304.65,0.4434
Car,355,207.04,0.1611
Car,329,346.74,0.2794
Car,329,211.42,0.078
Car,329,242.0995605,0.0733828
Car,329,365.9447407,0.353043
Car,329,240.2571617,0.0890449
Car,402,404.89,0.2121
Car,402,243,0.235
Car,402,268.63,0.6624
Car,402,426.54,0.6004
Car,550,457.97,0.1011
Car,550,292.33,0.5802
Both,190,276.53,0.0534
Both,190,276.53,0.0534
Both,190,276.53,0.0534
Both,190,171.23,0.0064
Both,190,171.23,0.0064
Both,190,171.23,0.0064
Both,190,288.85,0.0632
Both,190,288.85,0.0632
Both,190,288.85,0.0632
Both,190,186.3,0.0063
Both,190,186.3,0.0063
Both,190,186.3,0.0063
Car,302,218.7,1.4708
Car,302,343.43,0.3508
Car,302,335.04,0.109
Car,302,211.38,0.047
Car,302,223.7,2.2302
Car,302,358.82,1.0664
Car,302,223.5570741,0.5239709
Car,302,375.0549395,0.8637097
Car,302,365.2753107,0.5506963
Car,302,215.18,0.0847
Car,302,322.78,0.0646
Car,302,341.94,0.2129
Car,302,228.8,0.2334
Car,302,351.34,0.2013
Car,302,238.56,0.1487
Car,329,344.95,0.2752
Car,329,217.54,0.0866
Car,329,342.17,0.2705
Car,329,216.32,0.0827
Car,329,345.11,0.2585
Car,329,212.98,0.0872
Car,329,357.58,0.2517
Car,329,229.55,0.1033
Car,329,349.99,0.1022
Car,329,223.8,0.0035
Car,329,371.53,0.318
Car,329,238.95,0.0919
Car,302,293.7,0.1423
Car,302,221.95,0.1223
Car,402,414.86,0.3423
Car,402,250.25,0.1543
Car,402,404.38,0.4472
Car,402,242.05,0.1574
Car,550,441.43,0.1108
Car,550,276.29,2.4792
Car,577,465.22,0.2462
Car,577,288.75,2.5982
Car,577,461.51,0.2215
Car,577,292.32,3.0959
Truck,382,615.61,0.1381
Truck,382,436.84,0.2375
Truck,240,280.47,0.0142
Truck,240,280.47,0.0142
Truck,240,280.47,0.0142
Truck,240,423.1,0.1278
Truck,240,423.1,0.1278
Truck,240,423.1,0.1278
Truck,362,421.19,0.3763
Truck,362,304.85,0.1936
Truck,429,604.77,1.7158
Truck,429,537.48,0.9611
Truck,429,358.2,1.6069
Truck,429,634.79,1.1479
Truck,429,532.22,1.922
Truck,536,736.6,1.31838
Truck,536,598.79,0.3623
Truck,536,429.53,0.7926
Truck,536,709.06,0.30352
Truck,536,638.69,1.71025
Truck,518,652.36,1.06249
Truck,518,541.05,0.3698
Truck,518,365.5,0.6399
Truck,518,642.53,0.28791
Truck,518,566.33,1.36376
Both,208,275.05,0.4918
Both,208,175.53,0.099
Both,208,287.39,0.3236
Both,208,196.54,0.1408
Both,208,292.24,0.3299
Both,208,187.8,0.2189
Car,355,302.57,0.3932
Car,355,217.38,0.1351
Truck,200,217.49,0.0053
Truck,200,217.49,0.0053
Truck,200,217.49,0.0053
Truck,200,324.75,0.0686
Truck,200,324.75,0.0686
Truck,200,324.75,0.0686
Both,302,371.92,0.1938
Both,302,250.32,0.0153
Both,302,373.5,0.18105
Car,302,376.73,0.32509
Car,302,251.1,0.23979
Car,302,376.68,0.48023
Both,302,392.2488893,0.1211212
Both,302,256.9933089,0.0318482
Both,302,408.1416695,0.6576789
Truck,302,389.25,0.3318
Truck,302,258.22,0.2803
Truck,201,233.16,0.0049
Truck,201,233.16,0.0049
Truck,201,233.16,0.0049
Truck,201,344.74,0.09
Truck,201,344.74,0.09
Truck,201,344.74,0.09
Truck,201,388.17,0.0053
Truck,201,388.17,0.0053
Truck,201,388.17,0.0053
Truck,201,445.89,0.0033
Truck,201,445.89,0.0033
Truck,201,445.89,0.0033
Truck,201,471.01,0.2069
Truck,201,471.01,0.2069
Truck,201,471.01,0.2069
Both,302,390.7,0.2204
Both,302,271.2,0.2633
Both,302,403.82,0.7445
Both,302,284.6,0.2948
Both,302,382.22,0.1318
Both,302,265.87,0.1124
Truck,329,395.68,0.3008
Truck,329,289.76,0.1328
Truck,518,520.54,0.4147
Truck,518,365.13,0.3663
Truck,518,713.02,0.24591
Truck,518,551.62,1.2738
Truck,518,647.15,0.71568
Car,449,410.66,0.2229
Car,449,251.86,0.1447
Car,449,390.89,0.55893
Car,449,508.49,0.47556
Car,449,515.51,1.75869
Car,449,374.66,1.50007
Car,449,436,0.2548
Car,449,259.39,0.1991
Car,449,390.23,1.05557
Car,449,542.09,0.45963
Car,449,532.26,1.9119
Car,429,435.39,0.224
Car,429,265.99,0.1241
Car,436,294.63,0.1748
Car,436,210.68,0.0357
Car,523,565.9387899,0.4177936
Car,523,306.3946063,0.0278194
Car,577,565.46,0.78343
Car,577,478.99,0.2226
Car,577,282.5,0.2084
Car,577,578.83,0.3687
Car,577,423.93,0.55619
Car,577,465.13,0.2477
Car,577,275.16,0.2773
Car,621,562.9,0.2079
Car,621,319.91,0.0206
Car,621,316.0550386,0.0261458
Car,621,575.6282879,0.2147099
Car,329,352.39,0.2544
Car,329,233.64,0.1022
Car,429,404.49,0.2591
Car,429,260.91,0.2731
Car,536,448.57,0.141
Car,536,275.95,0.1456
Car,536,385.12,0.34263
Car,536,504.08,0.20567
Car,536,565.72,0.86599
Car,621,511.74,0.33571
Car,621,304.99,0.03106
Car,201,308.38,0.3317
Car,201,194.06,0.1561
Car,201,312.34,0.1411
Car,201,195.73,0.0695
Car,302,218.81,0.0674
Car,302,330.16,0.3867
Car,416,372.98,0.2343
Car,416,233.71,0.4556
Car,416,351.03,0.35518
Car,416,466.65,1.08824
Car,416,413.25,0.02913
Car,563,344.37,0.1193
Car,563,557.51,0.2684
Car,70,289.23,0.8005
Car,70,235.74,4.7019
Car,70,151.8317607,0.1466921
Car,70,197.2247986,0.1910951
Car,451,546.41,0.2018
Car,451,333.09,0.2002
Car,148,279.44774,1.13618
Car,148,183.21717,0.49978
Car,148,267.51846,0.32516
Car,148,183.92905,0.22402
Car,168,309.35295,0.91787
Car,168,203.96331,0.2029
Car,168,301.8454522,0.6914526
Car,168,209.1254691,0.3473655
Car,143,184.23176,0.14058
Car,143,262.3794387,0.2850086
Car,291,422.12296,0.48587
Car,291,278.29032,0.31228
Car,291,426.0291,0.90743
Car,291,283.77473,0.45566
Car,237,402.69605,0.93541
Car,237,254.15928,0.4273
Car,168,312.0739856,0.5646746
Car,168,221.4244545,0.3628511
Car,74,197.57017,0.19714
Car,74,145.49573,0.13998
Car,74,138.67102,0.05758
Car,74,179.9171549,0.2731135
Truck,166,277.71965,0.36017
Truck,166,204.9471,0.41079
Truck,166,290.48768,0.33903
Truck,166,214.55972,0.31827
Truck,224,341.92211,0.22876
Truck,224,226.77512,0.14734
Truck,148,291.30131,0.60955
Truck,148,212.29167,0.20707
Truck,148,270.17596,0.38858
Truck,148,192.39054,0.1027
Truck,168,295.42098,0.26794
Truck,168,216.4332,0.28561
Truck,148,279.74055,0.34726
Truck,148,204.65414,0.14975
Truck,168,303.75361,0.21053
Truck,168,226.08964,0.34086
Car,301,243,0.3178
Car,301,187,0.0279
Car,325,417,0.3828
Car,325,254,0.1268
Car,325,403,0.4359
Car,325,249,0.0981
Car,325,434,0.8832
Car,325,266,0.2837
Car,330,395,0.5571
Car,330,242,0.0873
Car,330,370,0.2568
Car,330,235,0.0796
Car,330,410,1.0357
Car,330,252,0.2386
Car,330,402,0.4203
Car,330,257,0.098
Car,330,400,0.4406
Car,330,252,0.1015
Car,301,242,0.3859
Car,301,185,0.0508
Car,301,232,0.3996
Car,301,168,0.0312
Car,301,237,0.4304
Car,301,174,0.055
Car,328,360,0.3928
Car,328,217,0.0977
Car,328,360,0.3195
Car,328,218,0.0713
Car,328,353,0.3695
Car,328,214,0.0805
Car,328,358,0.3913
Car,328,213,0.0792
Car,328,365,0.2691
Car,328,228,0.2043
Car,328,367,0.4109
Car,328,225,0.1267
Car,328,357,0.3077
Car,328,216,0.1097
Car,328,357,0.3383
Car,328,215,0.0914
